data_provider_1,data_provider_2,system_ID_1,system_ID_2,installation_date,system_size_DC,total_installed_price,rebate_or_grant,customer_segment,expansion_system,multiple_phase_system,new_construction,tracking,ground_mounted,zip_code,city,state,utility_service_territory,third_party_owned,installer_name,self_installed,azimuth_1,azimuth_2,azimuth_3,tilt_1,tilt_2,tilt_3,module_manufacturer_1,module_model_1,module_quantity_1,module_manufacturer_2,module_model_2,module_quantity_2,module_manufacturer_3,module_model_3,module_quantity_3,additional_modules,technology_module_1,technology_module_2,technology_module_3,BIPV_module_1,BIPV_module_2,BIPV_module_3,bifacial_module_1,bifacial_module_2,bifacial_module_3,nameplate_capacity_module_1,nameplate_capacity_module_2,nameplate_capacity_module_3,efficiency_module_1,efficiency_module_2,efficiency_module_3,inverter_manufacturer_1,inverter_model_1,inverter_quantity_1,inverter_manufacturer_2,inverter_model_2,inverter_quantity_2,inverter_manufacturer_3,inverter_model_3,inverter_quantity_3,additional_inverters,micro_inverter_1,micro_inverter_2,micro_inverter_3,built_in_meter_inverter_1,built_in_meter_inverter_2,built_in_meter_inverter_3,output_capacity_inverter_1,output_capacity_inverter_2,output_capacity_inverter_3,DC_optimizer,inverter_loading_ratio,dateOfBatteryInstall,battery_manufacturer,battery_model,battery_rated_capacity_kW,battery_rated_capacity_kWh
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-BF54-00096,-1,21-Nov-2003,2.4,30511.17,10800,COM,0,0,-1,0,-1,02090,"Westwood",MA,"NSTAR DBA EverSource",-1,"Solar Works",0,180,-1,-1,8,-1,-1,"-1",-1,8,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.96,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00097,-1,20-May-2004,2.4,17540,9180,RES,0,0,-1,0,-1,02540,"Falmouth",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,190,-1,-1,45,-1,-1,"-1",-1,8,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.96,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00098,-1,18-Nov-2004,1.14,11900,4360.5,RES,0,0,-1,0,-1,02557,"Oak Bluffs",MA,"NSTAR DBA EverSource",-1,"Mv Electricians",0,200,-1,-1,45,-1,-1,"-1",-1,4,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00099,-1,25-Jul-2004,1.92,12117,7344,RES,0,0,-1,0,-1,02575,"West Tisbury",MA,"NSTAR DBA EverSource",-1,"-1",0,180,-1,-1,45,-1,-1,"-1",-1,12,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,0.914285714285714,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SW88-00100,-1,07-Apr-2004,2.76,18216,12420,RES,0,0,-1,0,-1,01730,"Bedford",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,170,-1,-1,35,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.104,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LR12-00101,-1,11-Feb-2004,5.52,35456,24840,RES,0,0,-1,0,-1,02421,"Lexington",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,130,-1,-1,30,-1,-1,"-1",-1,48,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",2,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.104,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LR12-00102,-1,24-Feb-2004,2.76,17678,12420,RES,0,0,-1,0,-1,02420,"Lexington",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,180,-1,-1,10,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.104,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LR12-00103,-1,27-Feb-2004,1.32,10600,5940,RES,0,0,-1,0,-1,02139,"Cambridge",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,170,-1,-1,5,-1,-1,"-1",-1,12,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-BF54-00105,-1,15-Jul-2004,1.98,21949.8,8900,RES,0,0,-1,0,-1,02493,"Weston",MA,"NSTAR DBA EverSource",-1,"Solar Works",0,203,-1,-1,30,-1,-1,"-1",-1,18,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.792,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-BF54-00106,-1,30-Mar-2004,2.16,23819.34,9720,RES,0,0,-1,0,-1,02492,"Needham",MA,"NSTAR DBA EverSource",-1,"Solar Works",0,185,-1,-1,35,-1,-1,"-1",-1,18,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.864,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-BF54-00107,-1,01-Jul-2004,1.11,14889.53,4995,RES,0,0,-1,0,-1,02493,"Weston",MA,"NSTAR DBA EverSource",-1,"Solar Works",0,190,-1,-1,45,-1,-1,"-1",-1,6,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-BF54-00108,-1,16-Jun-2004,3.3,35126.01,14850,RES,0,0,-1,0,-1,01002,"Amherst",MA,"WMECO DBA EverSource",-1,"Solar Works",0,170,-1,-1,27,-1,-1,"-1",-1,30,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",2,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,0.785714285714286,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-BF54-00109,-1,02-Jun-2004,2.64,26444.71,11900,RES,0,0,-1,0,-1,01035,"Hadley",MA,"WMECO DBA EverSource",-1,"Solar Works",0,180,-1,-1,18,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.056,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00110,-1,29-Jun-2004,3,20197.5,11475,RES,0,0,-1,0,-1,02667,"Wellfleet",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,215,-1,-1,23,-1,-1,"-1",-1,10,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.2,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00111,-1,02-Jun-2004,3,20197.5,11475,RES,0,0,-1,0,-1,02360,"Plymouth",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,225,-1,-1,34,-1,-1,"-1",-1,10,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.2,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-KP15-00112,-1,17-Dec-2003,1.11,11390.72,4995,RES,0,0,-1,0,-1,01054,"Leverett",MA,"WMECO DBA EverSource",-1,"PV Squared",0,182,-1,-1,45,-1,-1,"-1",-1,6,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SP92-00113,-1,29-May-2004,2.86,16000,12870,RES,0,0,-1,0,-1,02360,"Plymouth",MA,"NSTAR DBA EverSource",-1,"Alternate Energy, Inc.",0,220,-1,-1,35,-1,-1,"-1",-1,26,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.144,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SP92-00115,-1,05-Jan-2004,5.67,34000,25515,RES,0,0,-1,0,-1,02770,"Rochester",MA,"NSTAR DBA EverSource",-1,"Alternate Energy, Inc.",0,195,-1,-1,20,-1,-1,"-1",-1,16,"-1",-1,2,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SP92-00116,-1,29-Dec-2004,7.014,32000,31565,COM,0,0,-1,0,-1,02360,"Plymouth",MA,"NSTAR DBA EverSource",-1,"Alternate Energy, Inc.",0,195,-1,-1,35,-1,-1,"-1",-1,42,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Beacon Power","M5",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,5,-1,-1,0,1.4028,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00117,-1,10-May-2004,2.4,17540,9180,RES,0,0,-1,0,-1,02646,"Harwich",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,220,-1,-1,15,-1,-1,"-1",-1,8,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.96,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-KP15-00118,-1,17-Dec-2003,1.404,13637.38,6320,RES,0,0,-1,1,1,01379,"Wendell",MA,"National Grid",-1,"PV Squared",0,180,-1,-1,-1,-1,-1,"-1",-1,12,"-1",-1,6,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-KP15-00119,-1,02-Jan-2004,1.476,15238.09,6640,RES,0,0,-1,1,1,01340,"Colrain",MA,"WMECO DBA EverSource",-1,"PV Squared",0,180,-1,-1,-1,-1,-1,"-1",-1,12,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-KP15-00120,-1,09-Apr-2004,2.52,25527.7,11340,RES,0,0,-1,0,-1,01342,"Deerfield",MA,"WMECO DBA EverSource",-1,"PV Squared",0,180,-1,-1,55,-1,-1,"-1",-1,14,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.008,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-KP15-00121,-1,02-Mar-2004,1.85,17824.01,8325,RES,0,0,-1,0,-1,01370,"Shelburne",MA,"WMECO DBA EverSource",-1,"PV Squared",0,120,-1,-1,45,-1,-1,"-1",-1,6,"-1",-1,4,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-BF54-00122,-1,29-Dec-2004,9.6,92652,43200,COM,0,0,-1,0,-1,01588,"Northbridge",MA,"National Grid",-1,"Solar Works",0,202,-1,-1,8,-1,-1,"-1",-1,32,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-BF54-00123,-1,20-Sep-2004,2.64,26933,11880,RES,0,0,-1,0,-1,01351,"Montague",MA,"WMECO DBA EverSource",-1,"Solar Works",0,211,-1,-1,38,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.056,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,GSI-PS44-00124,-1,09-Jan-2004,10.8,210160,450535,SCHOOL,0,0,-1,0,-1,01915,"Beverly",MA,"National Grid",-1,"Escoa Inc.",0,166,-1,-1,33,-1,-1,"-1",-1,66,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Xantrex Technology","PV15-480 [208V]",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,15.28,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,GSI-MF38-00126,-1,12-Dec-2003,34.96,350149,594176,SCHOOL,0,0,-1,0,-1,02143,"Somerville",MA,"NSTAR DBA EverSource",-1,"Lighthouse Electrical Contracting Inc.Aldon Electric Inc.",0,180,-1,-1,0,-1,-1,"SANYO ELECTRIC CO LTD OF PANASONIC GROUP",HIP-190DA3,184,"-1",-1,-1,"-1",-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,190,-1,-1,0.156610874729434,-1,-1,"Xantrex Technology","PV30-480 [208V]",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,29.97,-1,-1,0,1.1664998331665,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,GSI-ME33-00128,-1,02-Mar-2004,34.2,416401,470000,SCHOOL,0,0,-1,0,-1,01376,"Montague",MA,"WMECO DBA EverSource",-1,"Electrical Contractors, Inc.",0,180,-1,-1,0,-1,-1,"-1",-1,456,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Xantrex Technology","PV30-480 [208V]",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,29.97,-1,-1,0,1.14114114114114,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-MA19-00129,-1,01-May-2004,1.8,14557.5,6885,RES,0,0,-1,0,-1,02536,"Falmouth",MA,"NSTAR DBA EverSource",-1,"Tj Design",0,195,-1,-1,22,-1,-1,"-1",-1,6,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SB 1100U-SBD",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,1.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-BF54-00130,-1,27-May-2004,2.42,24627.55,10890,RES,0,0,-1,0,-1,01354,"Gill",MA,"WMECO DBA EverSource",-1,"Solar Works",0,180,-1,-1,36,-1,-1,"-1",-1,22,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.968,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-JW175-00131,-1,16-Feb-2004,1.2,10470,5400,RES,0,0,-1,0,-1,01301,"Greenfield",MA,"WMECO DBA EverSource",-1,"Berkshire Photovoltaic Services (BPVS)",0,150,-1,-1,6,-1,-1,"-1",-1,4,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-JW175-00132,-1,17-Jun-2004,2.4,20940,10800,RES,0,0,-1,0,-1,01129,"Springfield",MA,"WMECO DBA EverSource",-1,"Berkshire Photovoltaic Services (BPVS)",0,192,-1,-1,12,-1,-1,"-1",-1,8,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,0.96,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-CD91-00133,-1,27-Apr-2005,1.2,10485,5400,RES,0,0,-1,0,-1,01244,"New Marlborough",MA,"National Grid",-1,"Berkshire Photovoltaic Services (BPVS)",0,210,-1,-1,18,-1,-1,"-1",-1,4,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Solectria Renewables","PVI 1800-208 [208V]",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,1.8,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-CD91-00134,-1,17-Dec-2004,1.26,10780,5670,RES,0,0,-1,0,-1,01267,"Williamstown",MA,"National Grid",-1,"Berkshire Photovoltaic Services (BPVS)",0,180,-1,-1,12,-1,-1,"-1",-1,4,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-CD91-00135,-1,04-Jun-2004,1.2,10800,5400,RES,0,0,-1,0,-1,01267,"Williamstown",MA,"National Grid",-1,"Berkshire Photovoltaic Services (BPVS)",0,184,-1,-1,45,-1,-1,"-1",-1,4,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SW88-00137,-1,01-Oct-2005,2.76,19878,12420,RES,0,0,-1,0,-1,01462,"Lunenburg",MA,"Unitil",-1,"Conservation Services Group Csg",0,180,-1,-1,30,-1,-1,"-1",-1,24,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.104,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SW88-00138,-1,24-Feb-2004,1.84,14842,8280,RES,0,0,-1,0,-1,02186,"Milton",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,120,-1,-1,30,-1,-1,"-1",-1,16,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,0.876190476190476,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-SW89-00139,-1,01-Mar-2004,12,96195,45360,COM,0,0,-1,0,-1,01803,"Burlington",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,180,-1,-1,5,-1,-1,"-1",-1,40,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"Xantrex Technology","PV15-480 [208V]",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,15.28,-1,-1,0,0.785340314136126,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-BF54-00140,-1,18-Dec-2004,3.2,32687,14400,RES,0,0,-1,0,-1,02467,"Brookline",MA,"NSTAR DBA EverSource",-1,"Solar Works",0,205,-1,-1,28,-1,-1,"-1",-1,20,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.28,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LR12-00141,-1,20-Jan-2005,2.53,17053,11385,RES,0,0,-1,0,-1,02472,"Watertown",MA,"NSTAR DBA EverSource",-1,"Conservation Services Group Csg",0,200,-1,-1,30,-1,-1,"-1",-1,22,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.012,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,OPV-JW187-00142,-1,02-Mar-2004,1.5,10470,5394.6,RES,0,0,-1,0,-1,01373,"Deerfield",MA,"WMECO DBA EverSource",-1,"Berkshire Photovoltaic Services (BPVS)",0,178,-1,-1,15,-1,-1,"-1",-1,4,"-1",-1,2,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2100U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,0,-1,-1,2.1,-1,-1,0,-1,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,CPV-LR12-00143,-1,01-Apr-2004,2.52,19082,11340,SCHOOL,0,0,-1,0,-1,02139,"Cambridge",MA,"NSTAR DBA EverSource",-1,"Zapotec Energy",0,155,-1,-1,5,-1,-1,"-1",-1,8,"-1",-1,-1,"-1",-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"SMA America","SWR 2500U",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,2.5,-1,-1,0,1.008,-1,"-1",-1,-1,-1
"Massachusetts Clean Energy Center",Massachusetts Department of Energy Resources,GBI-RM35-00145,-1,20-Jul-2003,24.32,342077,321750,COM,0,0,-1,0,-1,02142,"Cambridge",MA,"NSTAR DBA EverSource",-1,"Powerlight",0,180,-1,-1,0,-1,-1,"SANYO ELECTRIC CO LTD OF PANASONIC GROUP",HIP-190DA3,128,"-1",-1,-1,"-1",-1,-1,0,Monocrystalline,-1,-1,0,-1,-1,0,-1,-1,190,-1,-1,0.156610874729434,-1,-1,"Xantrex Technology","PV30-480 [208V]",1,"-1",-1,-1,"-1",-1,-1,0,0,-1,-1,1,-1,-1,29.97,-1,-1,0,0.811478144811478,-1,"-1",-1,-1,-1
